client,server,mean_gbps,std_gbps,total_retransmits,mean_cv_pct,mean_host_cpu,mean_remote_cpu,mean_stream_cv_pct,n_reps
srv01,st01,13.78961990386008,6.0090110566838035,0,25.726175894988927,21.472520758484247,34.47937424901851,100.33567958418159,3
srv01,st02,26.60906578670595,11.962607169657655,2,18.048385437783207,46.02130978500252,66.03445632870319,72.78610064577295,3
srv01,st03,12.404313079884439,6.129306047143788,0,11.81936054694359,19.022504688557056,32.526290008975884,98.78389956297758,3
srv01,st04,18.67014397225674,5.873121796974261,0,27.92248437543923,31.94172294388709,48.09914989828059,99.84116466173982,3
srv01,st05,19.274965810769945,1.7428900053065284,0,16.50285374300613,30.878192033934923,50.19283793656016,100.84634867969805,3
srv01,st06,35.69936975584636,6.000904596559791,0,16.20347102883056,63.26422825901013,91.25999798261881,75.96262118709198,3
srv01,st07,17.043217880823565,7.837920919430596,0,10.281725342073317,28.586731749297414,43.83175044928788,112.1320001926711,3
srv01,st08,25.19786359928032,14.492087766976965,2,16.241773692229945,43.558942682942124,62.88474002135221,66.04654423492482,3
srv02,st01,22.56159893620148,4.181162637672819,0,9.039977746464546,37.347643448360984,55.756591689034764,100.85047021998996,3
srv02,st02,27.07309820576987,6.463855166790279,0,10.947496292314481,45.105200098419765,68.33868165881029,80.25168597459522,3
srv02,st03,19.50035266217775,4.768418643981332,0,11.876452293273141,30.124373390853602,50.542781232031324,82.8640638678754,3
srv02,st04,17.973889634975105,2.8795645359958866,0,16.49999187250381,27.389960549798293,45.444273397116966,95.32633059994801,3
srv02,st05,19.660986393727086,2.204795327706705,0,5.2609451377337875,29.627442439571396,49.3057135745849,104.39562151858775,3
srv02,st06,22.41495195843352,5.560509769470878,0,11.645427478777476,34.2383268923188,57.70371811217828,77.71680373294213,3
srv02,st07,19.7725598765918,0.6347064611801405,0,6.704885305969301,28.547198112593804,50.14814212876808,105.51719859160931,3
srv02,st08,19.740191781086427,2.3950436943761035,0,13.399128462393904,30.0406908368715,49.44463202537759,81.37644834001964,3
srv03,st01,26.28435056638983,3.001026622908208,10,17.57143404351927,53.18858657349773,61.956325100777484,79.38919141705135,3
srv03,st02,17.28337136434553,4.399971762255872,8,13.400570966934083,35.29086248945256,42.30741096538014,112.64626828660619,3
srv03,st03,25.126380741938423,4.231403730545664,5,12.895008269123236,51.088088463907866,59.38894112823798,83.4309480574553,3
srv03,st04,30.665250403853804,4.360167546742358,8,12.999874745367734,64.31699385565426,73.8786752062725,78.3859491635164,3
srv03,st05,21.570825124446234,3.99055080862399,8,7.7670420998264875,42.75231377321989,51.31927921036728,103.55942720274925,3
srv03,st06,25.156773594933053,7.262649795132428,0,11.981169567248244,50.92500122924722,61.8038343442594,115.38422696768282,3
srv03,st07,21.47907636561356,7.5868840447929715,9,14.451638136272308,44.420295796993834,53.32077638076237,112.25560454266228,3
srv03,st08,24.084352571129845,0.9846299080576363,7,18.28702365493635,50.144151738764684,57.38943740447058,98.5659216303283,3
