server,mean_total_gbps,std_total_gbps,mean_retransmits,mean_remote_cpu,n_reps
st01,316.1554008625895,5.693468256659654,2.0,295.46643692694335,3
st02,300.90282409727274,5.238168020928622,7.666666666666667,278.8367513677213,3
st03,302.528137982252,17.895951401040534,2.6666666666666665,280.58387938909556,3
st04,309.8693414676413,12.422635493589782,1.3333333333333333,291.43740931440396,3
st05,299.2544876771129,15.223545196911767,3.6666666666666665,282.0136185186662,3
st06,304.9616943595589,16.375833656617637,0.0,290.04876610076207,3
st07,306.63442651571194,6.601804503937527,1.0,289.51983762372356,3
st08,317.64846007141693,9.792013630430231,0.3333333333333333,291.1204345637989,3
