mode,rep,client,server,stream_idx,gbps
app-outbound,1,srv01,st01,2,1.0855852945845508
app-outbound,1,srv01,st01,3,2.2890722080831116
app-outbound,1,srv01,st01,4,1.1805060154222367
app-outbound,1,srv01,st01,5,1.107045783434533
app-outbound,1,srv01,st01,6,2.1758017207206044
app-outbound,1,srv01,st01,7,6.89706557779638
app-outbound,1,srv01,st01,8,2.4019407481788853
app-outbound,1,srv01,st02,1,7.744344267339452
app-outbound,1,srv01,st02,2,1.070537467003837
app-outbound,1,srv01,st02,3,1.013442834476917
app-outbound,1,srv01,st02,4,6.167775691632453
app-outbound,1,srv01,st02,5,2.1914893022911244
app-outbound,1,srv01,st02,6,0.975213722553857
app-outbound,1,srv01,st02,7,5.830660460091503
app-outbound,1,srv01,st02,8,1.1675127090888933
app-outbound,1,srv01,st03,1,2.0557563628029443
app-outbound,1,srv01,st03,2,1.1066519997955677
app-outbound,1,srv01,st03,3,1.0904472248413968
app-outbound,1,srv01,st03,4,1.169028805409129
app-outbound,1,srv01,st03,5,2.072236387372136
app-outbound,1,srv01,st03,6,5.500710639741233
app-outbound,1,srv01,st03,7,1.2121556141372551
app-outbound,1,srv01,st03,8,8.7934387724484
app-outbound,1,srv01,st04,1,1.1893812420986647
app-outbound,1,srv01,st04,2,1.5079817310843862
app-outbound,1,srv01,st04,3,1.9024804647207658
app-outbound,1,srv01,st04,4,3.500966002962554
app-outbound,1,srv01,st04,5,2.264587442322148
app-outbound,1,srv01,st04,6,0.9332268509020211
app-outbound,1,srv01,st04,7,1.212554410969669
app-outbound,1,srv01,st04,8,1.7176674525766549
app-outbound,1,srv01,st05,1,4.973168033878438
app-outbound,1,srv01,st05,2,1.0443574228785537
app-outbound,1,srv01,st05,3,5.6005811444532645
app-outbound,1,srv01,st05,4,7.7853707390111815
app-outbound,1,srv01,st05,5,9.13307795537486
app-outbound,1,srv01,st05,6,1.042749623535275
app-outbound,1,srv01,st05,7,2.0346525928393615
app-outbound,1,srv01,st05,8,7.40042075983471
app-outbound,1,srv01,st06,1,1.4478083179203467
app-outbound,1,srv01,st06,2,1.1783310735452817
app-outbound,1,srv01,st06,3,1.558820936515428
app-outbound,1,srv01,st06,4,1.5019755203030385
app-outbound,1,srv01,st06,5,0.9706974127907202
app-outbound,1,srv01,st06,6,1.1922944852903279
app-outbound,1,srv01,st06,7,1.6467563520950734
app-outbound,1,srv01,st06,8,0.9686527079419462
app-outbound,1,srv01,st07,1,1.4457236731500278
app-outbound,1,srv01,st07,2,1.4207591364010634
app-outbound,1,srv01,st07,3,1.3670770812672652
app-outbound,1,srv01,st07,4,1.4270068241068772
app-outbound,1,srv01,st07,5,1.2119640346802025
app-outbound,1,srv01,st07,6,1.2021337568214048
app-outbound,1,srv01,st07,7,2.511963668851415
app-outbound,1,srv01,st07,8,2.426025195303615
app-outbound,1,srv01,st08,1,6.038181444196036
app-outbound,1,srv01,st08,2,2.945514463505896
app-outbound,1,srv01,st08,3,1.9822620638242086
app-outbound,1,srv01,st08,4,1.2358085183248946
app-outbound,1,srv01,st08,5,2.4401208668097842
app-outbound,1,srv01,st08,6,1.2127882216281285
app-outbound,1,srv01,st08,7,6.5592772512410145
app-outbound,1,srv01,st08,8,1.3417132425476335
app-outbound,1,srv02,st01,1,6.320841881124992
app-outbound,1,srv02,st01,2,1.142997862704172
app-outbound,1,srv02,st01,3,0.7663530357912344
app-outbound,1,srv02,st01,4,0.810309786946244
app-outbound,1,srv02,st01,5,0.7658025387585804
app-outbound,1,srv02,st01,6,0.8072514700981666
app-outbound,1,srv02,st01,7,1.7854584829797908
app-outbound,1,srv02,st01,8,3.162649142837524
app-outbound,1,srv02,st02,1,1.658366409907028
app-outbound,1,srv02,st02,2,0.7634842392972486
app-outbound,1,srv02,st02,3,4.39984498459633
app-outbound,1,srv02,st02,4,1.6653349785003277
app-outbound,1,srv02,st02,5,2.1262173185245192
app-outbound,1,srv02,st02,6,6.2918528632581445
app-outbound,1,srv02,st02,7,1.7947450109351462
app-outbound,1,srv02,st02,8,0.7653192228766755
app-outbound,1,srv02,st03,1,1.8901919502598572
app-outbound,1,srv02,st03,2,0.7632830620946293
app-outbound,1,srv02,st03,3,3.2432812751753235
app-outbound,1,srv02,st03,4,3.601463286913198
app-outbound,1,srv02,st03,5,10.896759943101115
app-outbound,1,srv02,st03,6,3.1735777327481314
app-outbound,1,srv02,st03,7,2.1354388442717394
app-outbound,1,srv02,st03,8,1.6576982617353122
app-outbound,1,srv02,st04,1,1.6815252687553275
app-outbound,1,srv02,st04,2,10.976169145968315
app-outbound,1,srv02,st04,3,10.864806992184727
app-outbound,1,srv02,st04,4,1.5733000770501508
app-outbound,1,srv02,st04,5,1.660960254127082
app-outbound,1,srv02,st04,6,1.6682652688834931
app-outbound,1,srv02,st04,7,3.8407950073575603
app-outbound,1,srv02,st04,8,0.935823944826222
app-outbound,1,srv02,st05,1,1.5762860438289887
app-outbound,1,srv02,st05,2,6.778473879786018
app-outbound,1,srv02,st05,3,0.7880119516424375
app-outbound,1,srv02,st05,4,1.223265742079967
app-outbound,1,srv02,st05,5,2.5518639237939382
app-outbound,1,srv02,st05,6,4.199273066250076
app-outbound,1,srv02,st05,7,0.7702344537424516
app-outbound,1,srv02,st05,8,1.756896509714347
app-outbound,1,srv02,st06,1,1.31360507674178
app-outbound,1,srv02,st06,2,1.704838430386878
app-outbound,1,srv02,st06,3,0.7713213167673576
app-outbound,1,srv02,st06,4,3.7529950839351325
app-outbound,1,srv02,st06,5,1.7822750833178047
app-outbound,1,srv02,st06,6,2.124592799058668
app-outbound,1,srv02,st06,7,5.808085384978388
app-outbound,1,srv02,st06,8,1.2028152637750427
app-outbound,1,srv02,st07,1,0.764005709634978
app-outbound,1,srv02,st07,2,1.6981987285970563
app-outbound,1,srv02,st07,3,2.107669753099537
app-outbound,1,srv02,st07,4,2.482795735150337
app-outbound,1,srv02,st07,5,1.6738151028595125
app-outbound,1,srv02,st07,6,3.117573908131477
app-outbound,1,srv02,st07,7,1.7141064120427465
app-outbound,1,srv02,st07,8,0.758321585448534
app-outbound,1,srv02,st08,1,1.8065847736959428
app-outbound,1,srv02,st08,2,3.402826504165895
app-outbound,1,srv02,st08,3,1.9701572478430405
app-outbound,1,srv02,st08,4,1.8629584918486712
app-outbound,1,srv02,st08,5,2.0867407009304935
app-outbound,1,srv02,st08,6,3.4308233100190053
app-outbound,1,srv02,st08,7,2.0690897808857733
app-outbound,1,srv02,st08,8,3.5796415373861477
app-outbound,1,srv03,st01,1,1.986925570043119
app-outbound,1,srv03,st01,2,0.5906273062201727
app-outbound,1,srv03,st01,3,8.608692812835493
app-outbound,1,srv03,st01,4,2.240307458745556
app-outbound,1,srv03,st01,5,3.2215915729375943
app-outbound,1,srv03,st01,6,9.798860246259594
app-outbound,1,srv03,st01,7,2.26903819932849
app-outbound,1,srv03,st01,8,0.5336333112529636
app-outbound,1,srv03,st02,1,1.3041672480278685
app-outbound,1,srv03,st02,2,2.2569818265041643
app-outbound,1,srv03,st02,3,2.4714354479734557
app-outbound,1,srv03,st02,4,5.184285774380387
app-outbound,1,srv03,st02,5,2.4669528277100863
app-outbound,1,srv03,st02,6,2.003635139163025
app-outbound,1,srv03,st02,7,3.415835283148339
app-outbound,1,srv03,st02,8,0.590355845855049
app-outbound,1,srv03,st03,1,3.39325784059172
app-outbound,1,srv03,st03,2,1.2436572946944726
app-outbound,1,srv03,st03,3,6.937212768885624
app-outbound,1,srv03,st03,4,4.835221702423917
app-outbound,1,srv03,st03,5,0.430171766150679
app-outbound,1,srv03,st03,6,2.0783370587839953
app-outbound,1,srv03,st03,7,1.3682974001672743
app-outbound,1,srv03,st03,8,1.0358305792874962
app-outbound,1,srv03,st04,1,0.5132430872305807
app-outbound,1,srv03,st04,2,2.7918103116489834
app-outbound,1,srv03,st04,3,3.878265794932827
app-outbound,1,srv03,st04,4,2.0745466201569434
app-outbound,1,srv03,st04,5,4.5413884639178965
app-outbound,1,srv03,st04,6,2.441750503197886
app-outbound,1,srv03,st04,7,0.6045689259542093
app-outbound,1,srv03,st04,8,0.3890228199679768
app-outbound,1,srv03,st05,1,2.1223757043110436
app-outbound,1,srv03,st05,2,3.0647702850263716
app-outbound,1,srv03,st05,3,2.24182432664186
app-outbound,1,srv03,st05,4,5.277802862540209
app-outbound,1,srv03,st05,5,1.9781111282553174
app-outbound,1,srv03,st05,6,0.5181116761143687
app-outbound,1,srv03,st05,7,2.4749544834660133
app-outbound,1,srv03,st05,8,0.42466737712345803
app-outbound,1,srv03,st06,1,3.308757910380941
app-outbound,1,srv03,st06,2,2.9720188737983855
app-outbound,1,srv03,st06,3,2.0751083288421155
app-outbound,1,srv03,st06,4,2.0828983190103525
app-outbound,1,srv03,st06,5,7.90169329702626
app-outbound,1,srv03,st06,6,0.5922664426282686
app-outbound,1,srv03,st06,7,2.08601781030599
app-outbound,1,srv03,st06,8,6.08217790976128
app-outbound,1,srv03,st07,1,4.678179820475287
app-outbound,1,srv03,st07,2,4.776005982968247
app-outbound,1,srv03,st07,3,6.638141469239497
app-outbound,1,srv03,st07,4,0.5917148102913706
app-outbound,1,srv03,st07,5,4.07684011464678
app-outbound,1,srv03,st07,6,5.6414164722990305
app-outbound,1,srv03,st07,7,3.523450126712082
app-outbound,1,srv03,st07,8,9.96869173768758
app-outbound,1,srv03,st08,1,0.38418452987546703
app-outbound,1,srv03,st08,2,1.1677053164852738
app-outbound,1,srv03,st08,3,0.509037730119414
app-outbound,1,srv03,st08,4,2.4769796656718324
app-outbound,1,srv03,st08,5,3.3425941511507915
app-outbound,1,srv03,st08,6,0.42734161116495534
app-outbound,1,srv03,st08,7,2.96498498140295
app-outbound,1,srv03,st08,8,1.9925307241227
app-outbound,2,srv01,st01,1,6.116227980254915
app-outbound,2,srv01,st01,2,4.867016342152298
app-outbound,2,srv01,st01,3,3.8163292337280037
app-outbound,2,srv01,st01,4,1.28695572164079
app-outbound,2,srv01,st01,5,3.0894749151925116
app-outbound,2,srv01,st01,6,0.5995100885450851
app-outbound,2,srv01,st01,7,2.9857977416352903
app-outbound,2,srv01,st01,8,1.3712518609839437
app-outbound,2,srv01,st02,1,1.9707289698246386
app-outbound,2,srv01,st02,2,2.843740014720973
app-outbound,2,srv01,st02,3,4.8050319247215905
app-outbound,2,srv01,st02,4,0.5748436445490438
app-outbound,2,srv01,st02,5,2.8611723613403455
app-outbound,2,srv01,st02,6,2.010740355874817
app-outbound,2,srv01,st02,7,2.0745715799622935
app-outbound,2,srv01,st02,8,6.114166203763035
app-outbound,2,srv01,st03,1,0.6032300824399666
app-outbound,2,srv01,st03,2,3.6107167352896257
app-outbound,2,srv01,st03,3,4.289107005375096
app-outbound,2,srv01,st03,4,1.2829616405337594
app-outbound,2,srv01,st03,5,3.4564598762999252
app-outbound,2,srv01,st03,6,0.605580613216766
app-outbound,2,srv01,st03,7,1.9360203540320864
app-outbound,2,srv01,st03,8,0.5166230720524279
app-outbound,2,srv01,st04,1,3.1366113957513426
app-outbound,2,srv01,st04,2,0.56368863874148
app-outbound,2,srv01,st04,3,2.910847586122392
app-outbound,2,srv01,st04,4,3.1743420970702965
app-outbound,2,srv01,st04,5,3.04595023513652
app-outbound,2,srv01,st04,6,0.561399281690631
app-outbound,2,srv01,st04,7,1.5988537598976866
app-outbound,2,srv01,st04,8,1.3939737798547247
app-outbound,2,srv01,st05,1,1.9717170904251022
app-outbound,2,srv01,st05,2,1.9045565078482631
app-outbound,2,srv01,st05,3,6.612687233499173
app-outbound,2,srv01,st05,4,5.12188133263824
app-outbound,2,srv01,st05,5,0.581014186441645
app-outbound,2,srv01,st05,6,0.5804374757403608
app-outbound,2,srv01,st05,7,1.8109808275444155
app-outbound,2,srv01,st05,8,3.4600239115804685
app-outbound,2,srv01,st06,1,3.1158570821836657
app-outbound,2,srv01,st06,2,1.662949405227428
app-outbound,2,srv01,st06,3,1.2768614700096061
app-outbound,2,srv01,st06,4,1.5464794646709354
app-outbound,2,srv01,st06,5,8.032179188884115
app-outbound,2,srv01,st06,6,2.5634921195182114
app-outbound,2,srv01,st06,7,0.5998520878777179
app-outbound,2,srv01,st06,8,1.2953163064155864
app-outbound,2,srv01,st07,1,2.8548548440978885
app-outbound,2,srv01,st07,2,2.5041080200186787
app-outbound,2,srv01,st07,3,6.825147589592308
app-outbound,2,srv01,st07,4,7.152253812967832
app-outbound,2,srv01,st07,5,0.581460038154157
app-outbound,2,srv01,st07,6,3.1430464804344678
app-outbound,2,srv01,st07,7,6.716621897210205
app-outbound,2,srv01,st07,8,1.2841638963282709
app-outbound,2,srv01,st08,1,2.8786288672819498
app-outbound,2,srv01,st08,2,0.581868642592029
app-outbound,2,srv01,st08,3,1.5786168799572708
app-outbound,2,srv01,st08,4,1.8977358732262632
app-outbound,2,srv01,st08,5,0.5182030031577968
app-outbound,2,srv01,st08,6,1.8854545039942
app-outbound,2,srv01,st08,7,1.3052941557350548
app-outbound,2,srv01,st08,8,3.5182387321333
app-outbound,2,srv02,st01,1,4.978580432656257
app-outbound,2,srv02,st01,2,3.424858067798671
app-outbound,2,srv02,st01,3,0.7678850402821941
app-outbound,2,srv02,st01,4,0.923513737972141
app-outbound,2,srv02,st01,5,4.066264481163421
app-outbound,2,srv02,st01,6,0.800726929070699
app-outbound,2,srv02,st01,7,1.481699145930021
app-outbound,2,srv02,st01,8,0.803099304434828
app-outbound,2,srv02,st02,1,5.004375936305693
app-outbound,2,srv02,st02,2,0.7681140441493519
app-outbound,2,srv02,st02,3,1.6398389440919001
app-outbound,2,srv02,st02,4,2.974241036887053
app-outbound,2,srv02,st02,5,1.3257689470626053
app-outbound,2,srv02,st02,6,3.711448768833956
app-outbound,2,srv02,st02,7,2.4966174920349324
app-outbound,2,srv02,st02,8,0.8999268006022609
app-outbound,2,srv02,st03,1,3.3247094888419477
app-outbound,2,srv02,st03,2,4.1786779658903965
app-outbound,2,srv02,st03,3,1.496571465771214
app-outbound,2,srv02,st03,4,0.9254547336110361
app-outbound,2,srv02,st03,5,4.8778600416737605
app-outbound,2,srv02,st03,6,0.7703450232770324
app-outbound,2,srv02,st03,7,9.062790105910391
app-outbound,2,srv02,st03,8,1.697197850159064
app-outbound,2,srv02,st04,1,3.661691979300762
app-outbound,2,srv02,st04,2,0.8264693512282886
app-outbound,2,srv02,st04,3,0.8245600809801625
app-outbound,2,srv02,st04,4,0.9200323314654033
app-outbound,2,srv02,st04,5,1.4995985241991867
app-outbound,2,srv02,st04,6,0.7937670907998597
app-outbound,2,srv02,st04,7,0.9088475904237495
app-outbound,2,srv02,st04,8,0.772839391741453
app-outbound,2,srv02,st05,1,3.715196118361501
app-outbound,2,srv02,st05,2,3.967437116418164
app-outbound,2,srv02,st05,3,0.7831337197953125
app-outbound,2,srv02,st05,4,4.4425942505964695
app-outbound,2,srv02,st05,5,0.919626272195773
app-outbound,2,srv02,st05,6,0.9173718578992193
app-outbound,2,srv02,st05,7,1.6748244784016184
app-outbound,2,srv02,st05,8,0.842342678219532
app-outbound,2,srv02,st06,1,0.9126073598647004
app-outbound,2,srv02,st06,2,3.587524446365419
app-outbound,2,srv02,st06,3,5.203402463839206
app-outbound,2,srv02,st06,4,1.6152445111535656
app-outbound,2,srv02,st06,5,7.900042263609843
app-outbound,2,srv02,st06,6,11.844423004660246
app-outbound,2,srv02,st06,7,0.9034586547988896
app-outbound,2,srv02,st06,8,4.64495572004172
app-outbound,2,srv02,st07,1,0.8317527837951948
app-outbound,2,srv02,st07,2,3.0719038729572654
app-outbound,2,srv02,st07,3,0.816968009426906
app-outbound,2,srv02,st07,4,8.084291905659773
app-outbound,2,srv02,st07,5,3.4011316130643534
app-outbound,2,srv02,st07,6,3.0155871644444874
app-outbound,2,srv02,st07,7,0.9188012012047048
app-outbound,2,srv02,st07,8,8.531872114106864
app-outbound,2,srv02,st08,1,0.7849278106168052
app-outbound,2,srv02,st08,2,1.5138143148248684
app-outbound,2,srv02,st08,3,0.7966979267363304
app-outbound,2,srv02,st08,4,2.99170225071475
app-outbound,2,srv02,st08,5,1.170475571226912
app-outbound,2,srv02,st08,6,0.7827957331608555
app-outbound,2,srv02,st08,7,1.5574170464035106
app-outbound,2,srv02,st08,8,0.7994809868581335
app-outbound,2,srv03,st01,1,1.6293499882927
app-outbound,2,srv03,st01,2,1.8511505992722426
app-outbound,2,srv03,st01,3,1.839284417315057
app-outbound,2,srv03,st01,4,1.621376578104238
app-outbound,2,srv03,st01,5,1.8293668057381751
app-outbound,2,srv03,st01,6,6.424156928380576
app-outbound,2,srv03,st01,7,8.185393674678268
app-outbound,2,srv03,st01,8,0.8243544956655491
app-outbound,2,srv03,st02,1,4.266158308419071
app-outbound,2,srv03,st02,2,2.974854364894701
app-outbound,2,srv03,st02,3,2.146850313368921
app-outbound,2,srv03,st02,4,4.229143949155646
app-outbound,2,srv03,st02,5,2.83289171433445
app-outbound,2,srv03,st02,6,3.399750548450715
app-outbound,2,srv03,st02,7,3.4647659734033853
app-outbound,2,srv03,st02,8,1.0043509097587358
app-outbound,2,srv03,st03,1,4.479476767327798
app-outbound,2,srv03,st03,2,1.6160946251570476
app-outbound,2,srv03,st03,3,0.9357539935915069
app-outbound,2,srv03,st03,4,1.3113549398797437
app-outbound,2,srv03,st03,5,2.144825624911725
app-outbound,2,srv03,st03,6,1.1209789248794106
app-outbound,2,srv03,st03,7,0.969736291399204
app-outbound,2,srv03,st03,8,2.8541110652939268
app-outbound,2,srv03,st04,1,1.1827128532716193
app-outbound,2,srv03,st04,2,2.3374683082481074
app-outbound,2,srv03,st04,3,4.755772338211563
app-outbound,2,srv03,st04,4,1.36698089991882
app-outbound,2,srv03,st04,5,0.8249376713697647
app-outbound,2,srv03,st04,6,4.99090458722662
app-outbound,2,srv03,st04,7,4.09836497433153
app-outbound,2,srv03,st04,8,4.17923564825603
app-outbound,2,srv03,st05,1,1.0024757971581253
app-outbound,2,srv03,st05,2,1.0355275705532057
app-outbound,2,srv03,st05,3,0.962202003746909
app-outbound,2,srv03,st05,4,0.7944964754230273
app-outbound,2,srv03,st05,5,4.29025999590136
app-outbound,2,srv03,st05,6,1.6103575472640246
app-outbound,2,srv03,st05,7,2.9203917830403507
app-outbound,2,srv03,st05,8,3.923173412867036
app-outbound,2,srv03,st06,1,0.8302539215806207
app-outbound,2,srv03,st06,2,3.7772352639710576
app-outbound,2,srv03,st06,3,1.5031496185709377
app-outbound,2,srv03,st06,4,1.9014187980473771
app-outbound,2,srv03,st06,5,1.934409106898236
app-outbound,2,srv03,st06,6,1.0061891284559004
app-outbound,2,srv03,st06,7,8.15268256190812
app-outbound,2,srv03,st06,8,1.8375746206884045
app-outbound,2,srv03,st07,1,4.88669323815125
app-outbound,2,srv03,st07,2,1.18858898643622
app-outbound,2,srv03,st07,3,2.51816590373918
app-outbound,2,srv03,st07,4,5.539379540976858
app-outbound,2,srv03,st07,5,4.600129916628178
app-outbound,2,srv03,st07,6,0.8246505097953922
app-outbound,2,srv03,st07,7,1.3416353830355976
app-outbound,2,srv03,st07,8,2.1533099351404346
app-outbound,2,srv03,st08,1,2.1070359900633644
app-outbound,2,srv03,st08,2,4.787794706481965
app-outbound,2,srv03,st08,3,1.6252943212940794
app-outbound,2,srv03,st08,4,5.859079336704512
app-outbound,2,srv03,st08,5,3.17614047742098
app-outbound,2,srv03,st08,6,4.32660055653787
app-outbound,2,srv03,st08,7,3.8568911792515896
app-outbound,2,srv03,st08,8,12.145755030504784
app-outbound,3,srv01,st01,1,2.4756950276418412
app-outbound,3,srv01,st01,2,2.4069444109384586
app-outbound,3,srv01,st01,3,0.38030415490357666
app-outbound,3,srv01,st01,4,1.252418135751893
app-outbound,3,srv01,st01,5,2.392421848030347
app-outbound,3,srv01,st01,6,1.257844436333083
app-outbound,3,srv01,st01,7,0.3814138814314529
app-outbound,3,srv01,st01,8,1.244685002073386
app-outbound,3,srv01,st02,1,0.36527949463500353
app-outbound,3,srv01,st02,2,1.4452803313567415
app-outbound,3,srv01,st02,3,6.702570930071195
app-outbound,3,srv01,st02,4,1.0250037876891755
app-outbound,3,srv01,st02,5,0.34691656191464615
app-outbound,3,srv01,st02,6,5.44161896689715
app-outbound,3,srv01,st02,7,1.034812206427506
app-outbound,3,srv01,st02,8,1.1124363381530804
app-outbound,3,srv01,st03,1,0.37277709744020116
app-outbound,3,srv01,st03,2,0.9295070201516918
app-outbound,3,srv01,st03,3,2.2580357848413577
app-outbound,3,srv01,st03,4,2.3417897193950963
app-outbound,3,srv01,st03,5,2.8740662893837245
app-outbound,3,srv01,st03,6,2.5214434381666004
app-outbound,3,srv01,st03,7,2.252037133190743
app-outbound,3,srv01,st03,8,7.456931294197247
app-outbound,3,srv01,st04,1,0.36838726458557225
app-outbound,3,srv01,st04,2,2.179587876625502
app-outbound,3,srv01,st04,3,12.989824536175991
app-outbound,3,srv01,st04,4,0.37665772666245273
app-outbound,3,srv01,st04,5,1.2788677111971247
app-outbound,3,srv01,st04,6,11.058433532305644
app-outbound,3,srv01,st04,7,1.2488703564058614
app-outbound,3,srv01,st04,8,1.2560354688232327
app-outbound,3,srv01,st05,1,2.3616738545207316
app-outbound,3,srv01,st05,2,0.37280412234279797
app-outbound,3,srv01,st05,3,5.40847997649225
app-outbound,3,srv01,st05,4,0.348634702745705
app-outbound,3,srv01,st05,5,1.2029747524770091
app-outbound,3,srv01,st05,6,6.24457062896089
app-outbound,3,srv01,st05,7,1.2062209344655557
app-outbound,3,srv01,st05,8,2.2475113573999717
app-outbound,3,srv01,st06,1,3.569009394734689
app-outbound,3,srv01,st06,2,0.370077906181985
app-outbound,3,srv01,st06,3,3.558637339374603
app-outbound,3,srv01,st06,4,2.2739617276685262
app-outbound,3,srv01,st06,5,2.38373774408702
app-outbound,3,srv01,st06,6,2.4026992943240764
app-outbound,3,srv01,st06,7,1.454875185677217
app-outbound,3,srv01,st06,8,0.3502731349320832
app-outbound,3,srv01,st07,1,1.2373753376202214
app-outbound,3,srv01,st07,2,3.8918854567144376
app-outbound,3,srv01,st07,3,0.35956257802541874
app-outbound,3,srv01,st07,4,7.830921504476656
app-outbound,3,srv01,st07,5,5.4638980460139335
app-outbound,3,srv01,st07,6,0.36844045061706926
app-outbound,3,srv01,st07,7,0.37661054005918854
app-outbound,3,srv01,st07,8,7.5925908204832835
app-outbound,3,srv01,st08,1,2.0897988196824264
app-outbound,3,srv01,st08,2,0.347063365192994
app-outbound,3,srv01,st08,3,6.6329005186675705
app-outbound,3,srv01,st08,4,0.35615533572267943
app-outbound,3,srv01,st08,5,1.24334116931181
app-outbound,3,srv01,st08,6,6.211812522679544
app-outbound,3,srv01,st08,7,6.564131842003827
app-outbound,3,srv01,st08,8,0.359882126141623
app-outbound,3,srv02,st01,1,1.3773796297856467
app-outbound,3,srv02,st01,2,1.2748079696686714
app-outbound,3,srv02,st01,3,4.2356411523450195
app-outbound,3,srv02,st01,4,4.908165565251524
app-outbound,3,srv02,st01,5,1.2505904498821399
app-outbound,3,srv02,st01,6,2.5107490701291555
app-outbound,3,srv02,st01,7,1.4389829184362133
app-outbound,3,srv02,st01,8,1.0674845046803496
app-outbound,3,srv02,st02,1,3.8384826588159697
app-outbound,3,srv02,st02,2,1.2469624840111022
app-outbound,3,srv02,st02,3,1.0973802879945362
app-outbound,3,srv02,st02,4,1.0785585425016668
app-outbound,3,srv02,st02,5,0.8819001376444168
app-outbound,3,srv02,st02,6,8.893401447010111
app-outbound,3,srv02,st02,7,1.09225105651621
app-outbound,3,srv02,st02,8,1.626499399277016
app-outbound,3,srv02,st03,1,2.4661616436049565
app-outbound,3,srv02,st03,2,1.0870002895555655
app-outbound,3,srv02,st03,3,1.4718502174316717
app-outbound,3,srv02,st03,4,6.962587315936238
app-outbound,3,srv02,st03,5,1.4545401407538214
app-outbound,3,srv02,st03,6,1.4541250833877446
app-outbound,3,srv02,st03,7,5.054306462587395
app-outbound,3,srv02,st03,8,1.0733733008735324
app-outbound,3,srv02,st04,1,1.0146290745636444
app-outbound,3,srv02,st04,2,1.241477961924101
app-outbound,3,srv02,st04,3,2.5788168582801534
app-outbound,3,srv02,st04,4,2.3630915267769383
app-outbound,3,srv02,st04,5,4.274355224593726
app-outbound,3,srv02,st04,6,1.6385792941569095
app-outbound,3,srv02,st04,7,1.2826604589823742
app-outbound,3,srv02,st04,8,1.0682283609959482
app-outbound,3,srv02,st05,1,5.345976271110509
app-outbound,3,srv02,st05,2,1.445390056820909
app-outbound,3,srv02,st05,3,7.369599245658966
app-outbound,3,srv02,st05,4,3.625468140504551
app-outbound,3,srv02,st05,5,1.91335729333221
app-outbound,3,srv02,st05,6,5.355518241463797
app-outbound,3,srv02,st05,7,1.254323459984832
app-outbound,3,srv02,st05,8,4.450734981178807
app-outbound,3,srv02,st06,1,6.854871293639883
app-outbound,3,srv02,st06,2,0.8157637973444778
app-outbound,3,srv02,st06,3,1.2829531199893627
app-outbound,3,srv02,st06,4,5.737543805193416
app-outbound,3,srv02,st06,5,2.281783724352725
app-outbound,3,srv02,st06,6,1.437935789743805
app-outbound,3,srv02,st06,7,1.3048507080368712
app-outbound,3,srv02,st06,8,1.0953294126645026
app-outbound,3,srv02,st07,1,1.2458823266690113
app-outbound,3,srv02,st07,2,1.2724633399647087
app-outbound,3,srv02,st07,3,0.9067297429896712
app-outbound,3,srv02,st07,4,1.4311979512499289
app-outbound,3,srv02,st07,5,4.53990512701927
app-outbound,3,srv02,st07,6,4.6658503719691495
app-outbound,3,srv02,st07,7,1.260077216905323
app-outbound,3,srv02,st07,8,4.943002436306077
app-outbound,3,srv02,st08,1,1.0458642641289904
app-outbound,3,srv02,st08,2,7.738557576904331
app-outbound,3,srv02,st08,3,1.4357466913889467
app-outbound,3,srv02,st08,4,2.3880528043116716
app-outbound,3,srv02,st08,5,1.0655379521313166
app-outbound,3,srv02,st08,6,1.1910336248336966
app-outbound,3,srv02,st08,7,1.6577015432419722
app-outbound,3,srv02,st08,8,4.427300688491495
app-outbound,3,srv03,st01,1,0.44710146017481567
app-outbound,3,srv03,st01,2,1.645193039840601
app-outbound,3,srv03,st01,3,1.925458293493288
app-outbound,3,srv03,st01,4,9.4664015259911
app-outbound,3,srv03,st01,5,1.5977583597429015
app-outbound,3,srv03,st01,6,7.03516118022645
app-outbound,3,srv03,st01,7,7.45371532532727
app-outbound,3,srv03,st01,8,2.69222938972856
app-outbound,3,srv03,st02,1,1.0118418694282647
app-outbound,3,srv03,st02,2,2.6957997934658082
app-outbound,3,srv03,st02,3,1.6318967495039518
app-outbound,3,srv03,st02,4,6.39963604489473
app-outbound,3,srv03,st02,5,0.5151242633609108
app-outbound,3,srv03,st02,6,1.4062633744105635
app-outbound,3,srv03,st02,7,7.8785998174455205
app-outbound,3,srv03,st02,8,0.4339261323851803
app-outbound,3,srv03,st03,1,8.416131786131933
app-outbound,3,srv03,st03,2,7.036365138457496
app-outbound,3,srv03,st03,3,0.3310744408864671
app-outbound,3,srv03,st03,4,1.5539676045092061
app-outbound,3,srv03,st03,5,0.35624427717070445
app-outbound,3,srv03,st03,6,1.3891250558190005
app-outbound,3,srv03,st03,7,0.43241350573855614
app-outbound,3,srv03,st03,8,8.22799807319398
app-outbound,3,srv03,st04,1,5.80835046922128
app-outbound,3,srv03,st04,2,3.392915700701203
app-outbound,3,srv03,st04,3,0.5127089119581074
app-outbound,3,srv03,st04,4,0.3560139956184297
app-outbound,3,srv03,st04,5,2.085455765414351
app-outbound,3,srv03,st04,6,5.8300513935056575
app-outbound,3,srv03,st04,7,7.22675293930845
app-outbound,3,srv03,st04,8,3.405114005634157
app-outbound,3,srv03,st05,1,1.7704340731138979
app-outbound,3,srv03,st05,2,1.3142466229379102
app-outbound,3,srv03,st05,3,7.116793354728966
