mode,rep,client,server,stream_idx,gbps
app-outbound,3,srv03,st05,4,7.118335620803554
app-outbound,3,srv03,st05,5,0.3323474165096369
app-outbound,3,srv03,st05,6,1.0196869097685541
app-outbound,3,srv03,st05,7,0.511822623529571
app-outbound,3,srv03,st05,8,1.5735919889084373
app-outbound,3,srv03,st06,1,3.078575781792944
app-outbound,3,srv03,st06,2,0.43485330196630817
app-outbound,3,srv03,st06,3,6.71553901182921
app-outbound,3,srv03,st06,4,0.43289161030659545
app-outbound,3,srv03,st06,5,0.5163443327835971
app-outbound,3,srv03,st06,6,5.082131426992063
app-outbound,3,srv03,st06,7,0.35749536760801326
app-outbound,3,srv03,st06,8,3.0806379609987
app-outbound,3,srv03,st07,1,3.319339673951698
app-outbound,3,srv03,st07,2,1.6351794992963509
app-outbound,3,srv03,st07,3,1.4404364234376512
app-outbound,3,srv03,st07,4,2.2628276860837335
app-outbound,3,srv03,st07,5,0.9577248992458736
app-outbound,3,srv03,st07,6,1.0250334608889642
app-outbound,3,srv03,st07,7,0.4446358319472278
app-outbound,3,srv03,st07,8,6.519554640532208
app-outbound,3,srv03,st08,1,1.6032603054536378
app-outbound,3,srv03,st08,2,0.3548965408000845
app-outbound,3,srv03,st08,3,0.5211557179957809
app-outbound,3,srv03,st08,4,1.6573489325015887
app-outbound,3,srv03,st08,5,6.46136272546159
app-outbound,3,srv03,st08,6,6.763913883332636
app-outbound,3,srv03,st08,7,5.981424463650814
app-outbound,3,srv03,st08,8,0.7385413179471411
st-inbound,1,srv01,st01,1,14.168287598285755
st-inbound,1,srv01,st01,2,11.98656144897404
st-inbound,1,srv01,st01,3,12.98248518282458
st-inbound,1,srv01,st01,4,12.981087088528323
st-inbound,1,srv01,st01,5,13.061040606095617
st-inbound,1,srv01,st01,6,9.77324710665623
st-inbound,1,srv01,st01,7,10.35786897472616
st-inbound,1,srv01,st01,8,11.971095030821678
st-inbound,1,srv02,st01,1,9.82336439255605
st-inbound,1,srv02,st01,2,13.343042965814654
st-inbound,1,srv02,st01,3,14.888667522961054
st-inbound,1,srv02,st01,4,14.583579576483023
st-inbound,1,srv02,st01,5,15.928535518682612
st-inbound,1,srv02,st01,6,12.630107965008623
st-inbound,1,srv02,st01,7,12.450013016680241
st-inbound,1,srv02,st01,8,13.364145282605273
st-inbound,1,srv03,st01,1,14.215097933245826
st-inbound,1,srv03,st01,2,10.094257433536582
st-inbound,1,srv03,st01,3,14.203651056990259
st-inbound,1,srv03,st01,4,11.5226353526145
st-inbound,1,srv03,st01,5,14.394560486327336
st-inbound,1,srv03,st01,6,16.212971053148287
st-inbound,1,srv03,st01,7,10.470047021511236
st-inbound,1,srv03,st01,8,14.180145639335704
st-inbound,1,srv01,st02,1,14.9982689617875
st-inbound,1,srv01,st02,2,11.162216768823313
st-inbound,1,srv01,st02,3,9.7503209741532
st-inbound,1,srv01,st02,4,14.02058049401954
st-inbound,1,srv01,st02,5,8.123088788741947
st-inbound,1,srv01,st02,6,11.404960085916617
st-inbound,1,srv01,st02,7,8.595848437998876
st-inbound,1,srv01,st02,8,8.07846788345984
st-inbound,1,srv02,st02,1,14.2417762828804
st-inbound,1,srv02,st02,2,11.806921124323766
st-inbound,1,srv02,st02,3,13.752404046086115
st-inbound,1,srv02,st02,4,11.81621399770705
st-inbound,1,srv02,st02,5,11.118767903423901
st-inbound,1,srv02,st02,6,14.158066149347873
st-inbound,1,srv02,st02,7,12.660196515720942
st-inbound,1,srv02,st02,8,13.360067407713409
st-inbound,1,srv03,st02,1,12.757401401080319
st-inbound,1,srv03,st02,2,13.135604794015023
st-inbound,1,srv03,st02,3,15.64595084048211
st-inbound,1,srv03,st02,4,15.270783909836894
st-inbound,1,srv03,st02,5,14.7976637640401
st-inbound,1,srv03,st02,6,13.240548425948157
st-inbound,1,srv03,st02,7,14.094296765500758
st-inbound,1,srv03,st02,8,15.07522700037282
st-inbound,1,srv01,st03,1,11.092390947198211
st-inbound,1,srv01,st03,2,15.803368854523208
st-inbound,1,srv01,st03,3,11.000619359561256
st-inbound,1,srv01,st03,4,11.06466941786917
st-inbound,1,srv01,st03,5,15.432219301095008
st-inbound,1,srv01,st03,6,14.491172775928439
st-inbound,1,srv01,st03,7,13.912930946661549
st-inbound,1,srv01,st03,8,13.400355718784015
st-inbound,1,srv02,st03,1,14.100353760958608
st-inbound,1,srv02,st03,2,14.547940001941155
st-inbound,1,srv02,st03,3,14.307599144735338
st-inbound,1,srv02,st03,4,14.294832811618534
st-inbound,1,srv02,st03,5,13.33911418169565
st-inbound,1,srv02,st03,6,12.769194837608888
st-inbound,1,srv02,st03,7,14.559780098705884
st-inbound,1,srv02,st03,8,12.96136703546742
st-inbound,1,srv03,st03,1,14.8773642590912
st-inbound,1,srv03,st03,2,11.64861022154528
st-inbound,1,srv03,st03,3,12.595299552357481
st-inbound,1,srv03,st03,4,14.325774703821077
st-inbound,1,srv03,st03,5,12.363776117007982
st-inbound,1,srv03,st03,6,12.430403766258433
st-inbound,1,srv03,st03,7,13.405701480499612
st-inbound,1,srv03,st03,8,13.91762027805209
st-inbound,1,srv01,st04,1,10.478528384732599
st-inbound,1,srv01,st04,2,10.080745854744949
st-inbound,1,srv01,st04,3,9.807069936215564
st-inbound,1,srv01,st04,4,11.260077602647844
st-inbound,1,srv01,st04,5,11.553851050315723
st-inbound,1,srv01,st04,6,10.68794026932762
st-inbound,1,srv01,st04,7,9.796540578558224
st-inbound,1,srv01,st04,8,13.608823404726593
st-inbound,1,srv02,st04,1,14.502486218934488
st-inbound,1,srv02,st04,2,14.605027770963455
st-inbound,1,srv02,st04,3,12.067441114212524
st-inbound,1,srv02,st04,4,15.34562506471847
st-inbound,1,srv02,st04,5,12.89253579255383
st-inbound,1,srv02,st04,6,15.29302172912287
st-inbound,1,srv02,st04,7,11.681872645249749
st-inbound,1,srv02,st04,8,10.167809711088081
st-inbound,1,srv03,st04,1,13.924851971539894
st-inbound,1,srv03,st04,2,12.984510714706039
st-inbound,1,srv03,st04,3,12.311581351147098
st-inbound,1,srv03,st04,4,15.042760038269495
st-inbound,1,srv03,st04,5,13.982042797324434
st-inbound,1,srv03,st04,6,13.09302910514427
st-inbound,1,srv03,st04,7,13.051697920123509
st-inbound,1,srv03,st04,8,12.984239833789413
st-inbound,1,srv01,st05,1,14.693676294139586
st-inbound,1,srv01,st05,2,14.419691371007236
st-inbound,1,srv01,st05,3,10.73094144490626
st-inbound,1,srv01,st05,4,9.728909231731476
st-inbound,1,srv01,st05,5,7.962475204660632
st-inbound,1,srv01,st05,6,14.333014601540594
st-inbound,1,srv01,st05,7,8.04898158277644
st-inbound,1,srv01,st05,8,8.745663757238406
st-inbound,1,srv02,st05,1,13.136892486897292
st-inbound,1,srv02,st05,2,12.884493514239114
st-inbound,1,srv02,st05,3,14.061292255549134
st-inbound,1,srv02,st05,4,14.89136462555652
st-inbound,1,srv02,st05,5,15.313107274521272
st-inbound,1,srv02,st05,6,13.183073154042816
st-inbound,1,srv02,st05,7,14.163090698736523
st-inbound,1,srv02,st05,8,13.336469863927332
st-inbound,1,srv03,st05,1,14.227744900564161
st-inbound,1,srv03,st05,2,13.559243786726286
st-inbound,1,srv03,st05,3,14.045994385332113
st-inbound,1,srv03,st05,4,13.637361556253905
st-inbound,1,srv03,st05,5,13.712198204701256
st-inbound,1,srv03,st05,6,13.34581800141173
st-inbound,1,srv03,st05,7,12.839887480645595
st-inbound,1,srv03,st05,8,14.088897992533525
st-inbound,1,srv01,st06,1,13.36536415025449
st-inbound,1,srv01,st06,2,9.61915804242785
st-inbound,1,srv01,st06,3,14.905963832733738
st-inbound,1,srv01,st06,4,14.680348247675521
st-inbound,1,srv01,st06,5,13.552750913289868
st-inbound,1,srv01,st06,6,11.409402855236811
st-inbound,1,srv01,st06,7,9.319662528180354
st-inbound,1,srv01,st06,8,10.597073154813222
st-inbound,1,srv02,st06,1,10.837863829354118
st-inbound,1,srv02,st06,2,13.956160283839255
st-inbound,1,srv02,st06,3,10.240488527458792
st-inbound,1,srv02,st06,4,15.05011773166761
st-inbound,1,srv02,st06,5,9.54017925267782
st-inbound,1,srv02,st06,6,9.872136946219891
st-inbound,1,srv02,st06,7,15.491169708017596
st-inbound,1,srv02,st06,8,9.814160128724453
st-inbound,1,srv03,st06,1,13.404162291011616
st-inbound,1,srv03,st06,2,19.237812955579813
st-inbound,1,srv03,st06,3,14.38364266516339
st-inbound,1,srv03,st06,4,13.17944982292137
st-inbound,1,srv03,st06,5,13.132002125850228
st-inbound,1,srv03,st06,6,13.446922015803077
st-inbound,1,srv03,st06,7,13.241227947837205
st-inbound,1,srv03,st06,8,13.251014581487237
st-inbound,1,srv01,st07,1,10.235137628983718
st-inbound,1,srv01,st07,2,10.612146844253543
st-inbound,1,srv01,st07,3,14.007811886956242
st-inbound,1,srv01,st07,4,11.13149515889961
st-inbound,1,srv01,st07,5,13.715173289202449
st-inbound,1,srv01,st07,6,12.342201068477904
st-inbound,1,srv01,st07,7,13.315274650020529
st-inbound,1,srv01,st07,8,10.703066659411148
st-inbound,1,srv02,st07,1,12.922421711955462
st-inbound,1,srv02,st07,2,15.560382663848484
st-inbound,1,srv02,st07,3,13.265869119875948
st-inbound,1,srv02,st07,4,12.885023037336463
st-inbound,1,srv02,st07,5,13.011680464580008
st-inbound,1,srv02,st07,6,14.984023650327678
st-inbound,1,srv02,st07,7,14.617507901053417
st-inbound,1,srv02,st07,8,12.755700517625913
st-inbound,1,srv03,st07,1,15.236089620165833
st-inbound,1,srv03,st07,2,12.603811715446094
st-inbound,1,srv03,st07,3,13.204948583214902
st-inbound,1,srv03,st07,4,12.706706340623784
st-inbound,1,srv03,st07,5,13.506497860517946
st-inbound,1,srv03,st07,6,14.707277393609349
st-inbound,1,srv03,st07,7,13.64495188250771
st-inbound,1,srv03,st07,8,12.266834111720994
st-inbound,1,srv01,st08,1,13.525496529827636
st-inbound,1,srv01,st08,2,11.316131413388955
st-inbound,1,srv01,st08,3,13.769811618738334
st-inbound,1,srv01,st08,4,10.048943495154713
st-inbound,1,srv01,st08,5,10.4005178013894
st-inbound,1,srv01,st08,6,15.261086105467387
st-inbound,1,srv01,st08,7,14.30326784828047
st-inbound,1,srv01,st08,8,11.410458358481623
st-inbound,1,srv02,st08,1,15.1096500225749
st-inbound,1,srv02,st08,2,15.390667125997933
st-inbound,1,srv02,st08,3,11.009941657395874
st-inbound,1,srv02,st08,4,10.947171559061317
st-inbound,1,srv02,st08,5,11.942964752658613
st-inbound,1,srv02,st08,6,14.316624300523982
st-inbound,1,srv02,st08,7,13.575852380664287
st-inbound,1,srv02,st08,8,13.067775904341765
st-inbound,1,srv03,st08,1,9.634126528112565
st-inbound,1,srv03,st08,2,13.432919472465548
st-inbound,1,srv03,st08,3,13.827006885149725
st-inbound,1,srv03,st08,4,14.391923763864405
st-inbound,1,srv03,st08,5,16.44982900912495
st-inbound,1,srv03,st08,6,11.121435142590924
st-inbound,1,srv03,st08,7,13.83989118426287
st-inbound,1,srv03,st08,8,14.957670760188952
st-inbound,2,srv01,st01,1,12.286103404329555
st-inbound,2,srv01,st01,2,15.953671948394291
st-inbound,2,srv01,st01,3,12.55877354887072
st-inbound,2,srv01,st01,4,10.073066898730518
st-inbound,2,srv01,st01,5,13.484960761517433
st-inbound,2,srv01,st01,6,9.995822736649316
st-inbound,2,srv01,st01,7,12.18648989214339
st-inbound,2,srv01,st01,8,13.30316610177768
st-inbound,2,srv02,st01,1,13.479129913783227
st-inbound,2,srv02,st01,2,13.272143560765143
st-inbound,2,srv02,st01,3,13.733860839280663
st-inbound,2,srv02,st01,4,15.314307549445349
st-inbound,2,srv02,st01,5,12.6910211609227
st-inbound,2,srv02,st01,6,13.662077958073148
st-inbound,2,srv02,st01,7,15.048453117219104
st-inbound,2,srv02,st01,8,14.224369912510577
st-inbound,2,srv03,st01,1,13.786459503282105
st-inbound,2,srv03,st01,2,13.725551113850521
st-inbound,2,srv03,st01,3,13.68758877285841
st-inbound,2,srv03,st01,4,13.544241505284328
st-inbound,2,srv03,st01,5,13.839499302987967
st-inbound,2,srv03,st01,6,13.99617205566113
st-inbound,2,srv03,st01,7,12.112822264952237
st-inbound,2,srv03,st01,8,13.250556551723536
st-inbound,2,srv01,st02,1,9.76604182044756
st-inbound,2,srv01,st02,2,8.802632040182319
st-inbound,2,srv01,st02,3,13.88951082690683
st-inbound,2,srv01,st02,4,12.857289183056368
st-inbound,2,srv01,st02,5,10.6850187973692
st-inbound,2,srv01,st02,6,10.17651004799243
st-inbound,2,srv01,st02,7,7.6633697196437325
st-inbound,2,srv01,st02,8,12.907489075919493
st-inbound,2,srv02,st02,1,15.213550808174894
st-inbound,2,srv02,st02,2,13.345002552449667
st-inbound,2,srv02,st02,3,13.897863130375098
st-inbound,2,srv02,st02,4,14.745977934169
st-inbound,2,srv02,st02,5,10.445155083835793
st-inbound,2,srv02,st02,6,10.500798964636942
st-inbound,2,srv02,st02,7,14.6406407823069
st-inbound,2,srv02,st02,8,13.884188087433232
st-inbound,2,srv03,st02,1,12.464101044182497
st-inbound,2,srv03,st02,2,15.676354537467843
st-inbound,2,srv03,st02,3,14.582520248090479
st-inbound,2,srv03,st02,4,13.824447123190868
st-inbound,2,srv03,st02,5,13.31479793859321
st-inbound,2,srv03,st02,6,14.322911550715487
st-inbound,2,srv03,st02,7,14.221593380198387
st-inbound,2,srv03,st02,8,12.885486766909242
st-inbound,2,srv01,st03,1,8.232145399113445
st-inbound,2,srv01,st03,2,13.652544522234823
st-inbound,2,srv01,st03,3,13.56533908305873
st-inbound,2,srv01,st03,4,8.24893550446183
st-inbound,2,srv01,st03,5,14.134096802093993
st-inbound,2,srv01,st03,6,10.925146352892739
st-inbound,2,srv01,st03,7,10.841610882098804
st-inbound,2,srv01,st03,8,9.903802890157499
st-inbound,2,srv02,st03,1,13.623233233347095
st-inbound,2,srv02,st03,2,13.443142578991608
st-inbound,2,srv02,st03,3,10.346671207942666
st-inbound,2,srv02,st03,4,14.715311349860874
st-inbound,2,srv02,st03,5,15.241471405756837
st-inbound,2,srv02,st03,6,13.702093891064624
st-inbound,2,srv02,st03,7,9.74372577479543
st-inbound,2,srv02,st03,8,14.355304801610213
st-inbound,2,srv03,st03,1,10.120503419857092
st-inbound,2,srv03,st03,2,10.032423819031543
st-inbound,2,srv03,st03,3,14.038254355188359
st-inbound,2,srv03,st03,4,10.6588987179589
st-inbound,2,srv03,st03,5,9.96990303094555
st-inbound,2,srv03,st03,6,15.362244545375583
st-inbound,2,srv03,st03,7,9.76787918460758
st-inbound,2,srv03,st03,8,13.744389175072918
st-inbound,2,srv01,st04,1,14.755186081946821
st-inbound,2,srv01,st04,2,14.426547409581964
st-inbound,2,srv01,st04,3,10.091854875680497
st-inbound,2,srv01,st04,4,10.025707714026629
st-inbound,2,srv01,st04,5,13.712865847087956
st-inbound,2,srv01,st04,6,15.672071375518858
st-inbound,2,srv01,st04,7,9.638218165342247
st-inbound,2,srv01,st04,8,13.03732157482358
st-inbound,2,srv02,st04,1,14.313575016352077
st-inbound,2,srv02,st04,2,15.094273370422684
st-inbound,2,srv02,st04,3,11.124844504766992
st-inbound,2,srv02,st04,4,14.666023033716652
st-inbound,2,srv02,st04,5,13.860989295281096
st-inbound,2,srv02,st04,6,15.880389296596077
st-inbound,2,srv02,st04,7,14.083634032666723
st-inbound,2,srv02,st04,8,11.782214451323439
st-inbound,2,srv03,st04,1,13.7714605963269
st-inbound,2,srv03,st04,2,15.187368488911359
st-inbound,2,srv03,st04,3,15.213451462617632
st-inbound,2,srv03,st04,4,12.637524067231418
st-inbound,2,srv03,st04,5,12.900145097295761
st-inbound,2,srv03,st04,6,13.41320199600622
st-inbound,2,srv03,st04,7,14.965466607078586
st-inbound,2,srv03,st04,8,13.84748132371202
st-inbound,2,srv01,st05,1,7.039656951545996
st-inbound,2,srv01,st05,2,13.505964982525862
st-inbound,2,srv01,st05,3,14.072354024783207
st-inbound,2,srv01,st05,4,7.036511243835809
st-inbound,2,srv01,st05,5,7.776538982656895
st-inbound,2,srv01,st05,6,6.874856819840178
st-inbound,2,srv01,st05,7,12.385961966545315
st-inbound,2,srv01,st05,8,8.237341471814172
st-inbound,2,srv02,st05,1,13.879574212042842
st-inbound,2,srv02,st05,2,14.659834143650366
st-inbound,2,srv02,st05,3,12.134551426425721
st-inbound,2,srv02,st05,4,15.415059698147688
st-inbound,2,srv02,st05,5,8.428021843706224
st-inbound,2,srv02,st05,6,14.680499519519696
st-inbound,2,srv02,st05,7,7.548541893918472
st-inbound,2,srv02,st05,8,15.733690958644562
st-inbound,2,srv03,st05,1,14.140535444641404
st-inbound,2,srv03,st05,2,11.322485890354718
st-inbound,2,srv03,st05,3,11.38038006565263
st-inbound,2,srv03,st05,4,14.296990838001767
st-inbound,2,srv03,st05,5,13.9521423543957
st-inbound,2,srv03,st05,6,11.618982186350648
st-inbound,2,srv03,st05,7,11.383364121326048
st-inbound,2,srv03,st05,8,14.215333443366045
st-inbound,2,srv01,st06,1,14.552707712114756
st-inbound,2,srv01,st06,2,6.902516859901089
st-inbound,2,srv01,st06,3,6.910638907185078
st-inbound,2,srv01,st06,4,8.252026254779306
st-inbound,2,srv01,st06,5,16.280222168296614
st-inbound,2,srv01,st06,6,8.22139927712424
st-inbound,2,srv01,st06,7,14.54785807656595
st-inbound,2,srv01,st06,8,16.76453473606288
st-inbound,2,srv02,st06,1,15.785830614345864
st-inbound,2,srv02,st06,2,7.851092822881405
st-inbound,2,srv02,st06,3,16.46125991275785
st-inbound,2,srv02,st06,4,8.524097312854444
st-inbound,2,srv02,st06,5,8.379989418169487
st-inbound,2,srv02,st06,6,8.17684726830071
st-inbound,2,srv02,st06,7,7.811815295194715
st-inbound,2,srv02,st06,8,14.594332175739025
st-inbound,2,srv03,st06,1,14.120428084951895
st-inbound,2,srv03,st06,2,14.89387905198368
st-inbound,2,srv03,st06,3,11.515519676412719
st-inbound,2,srv03,st06,4,12.746933307197944
st-inbound,2,srv03,st06,5,12.673140239168983
st-inbound,2,srv03,st06,6,13.659756617043453
st-inbound,2,srv03,st06,7,13.640838678348048
st-inbound,2,srv03,st06,8,15.0422778292881
st-inbound,2,srv01,st07,1,14.072800647538314
st-inbound,2,srv01,st07,2,11.43492329482283
st-inbound,2,srv01,st07,3,10.313660489779682
st-inbound,2,srv01,st07,4,9.280345862205044
st-inbound,2,srv01,st07,5,9.219620987955919
st-inbound,2,srv01,st07,6,10.3245393254427
st-inbound,2,srv01,st07,7,11.488050460149065
st-inbound,2,srv01,st07,8,9.4475041965292
st-inbound,2,srv02,st07,1,15.535540119685749
st-inbound,2,srv02,st07,2,13.45960556455303
st-inbound,2,srv02,st07,3,13.550341140352243
st-inbound,2,srv02,st07,4,13.86531172637482
st-inbound,2,srv02,st07,5,12.762311752074481
st-inbound,2,srv02,st07,6,14.263546883062913
st-inbound,2,srv02,st07,7,15.533530375614696
st-inbound,2,srv02,st07,8,13.887244150802404
st-inbound,2,srv03,st07,1,11.978976206804528
st-inbound,2,srv03,st07,2,13.258050370351407
st-inbound,2,srv03,st07,3,12.986123522379314
st-inbound,2,srv03,st07,4,12.639093484872514
st-inbound,2,srv03,st07,5,12.875631395367519
st-inbound,2,srv03,st07,6,12.716905457275839
st-inbound,2,srv03,st07,7,12.611918276093814
st-inbound,2,srv03,st07,8,13.595424907632978
st-inbound,2,srv01,st08,1,10.02854514494168
st-inbound,2,srv01,st08,2,13.303688387891704
st-inbound,2,srv01,st08,3,13.333659817325742
st-inbound,2,srv01,st08,4,12.297373615072209
st-inbound,2,srv01,st08,5,13.655525007763863
st-inbound,2,srv01,st08,6,11.105506858569976
st-inbound,2,srv01,st08,7,13.366077894060517
st-inbound,2,srv01,st08,8,12.463701941392
st-inbound,2,srv02,st08,1,13.444487569372336
st-inbound,2,srv02,st08,2,12.7758938605244
st-inbound,2,srv02,st08,3,12.900040042560041
st-inbound,2,srv02,st08,4,13.451954253345555
st-inbound,2,srv02,st08,5,12.966646009307652
st-inbound,2,srv02,st08,6,12.499290137678143
st-inbound,2,srv02,st08,7,11.17503506905232
st-inbound,2,srv02,st08,8,11.57934573896533
st-inbound,2,srv03,st08,1,13.373982909996817
st-inbound,2,srv03,st08,2,13.807301529125066
st-inbound,2,srv03,st08,3,13.260947829193366
st-inbound,2,srv03,st08,4,13.799175166636877
st-inbound,2,srv03,st08,5,13.075841524946286
st-inbound,2,srv03,st08,6,14.931579410353866
st-inbound,2,srv03,st08,7,15.072217909544614
st-inbound,2,srv03,st08,8,13.33322002719316
st-inbound,3,srv01,st01,1,13.771068188969412
st-inbound,3,srv01,st01,2,13.63029876487587
st-inbound,3,srv01,st01,3,12.209964985023579
st-inbound,3,srv01,st01,4,14.380937956480807
st-inbound,3,srv01,st01,5,12.925490462741491
st-inbound,3,srv01,st01,6,12.985258486378973
st-inbound,3,srv01,st01,7,12.906572659938108
st-inbound,3,srv01,st01,8,13.222582977898558
st-inbound,3,srv02,st01,1,14.406080053882341
st-inbound,3,srv02,st01,2,14.643480593075745
st-inbound,3,srv02,st01,3,13.719092167492386
st-inbound,3,srv02,st01,4,13.56853504102967
st-inbound,3,srv02,st01,5,13.334048651672322
st-inbound,3,srv02,st01,6,13.91753397491945
st-inbound,3,srv02,st01,7,14.601900437169022
st-inbound,3,srv02,st01,8,13.175496181581435
st-inbound,3,srv03,st01,1,14.555459116313749
st-inbound,3,srv03,st01,2,12.871324994877321
st-inbound,3,srv03,st01,3,11.11182492124026
st-inbound,3,srv03,st01,4,14.529419633698343
st-inbound,3,srv03,st01,5,13.057970413892455
st-inbound,3,srv03,st01,6,11.018895425396346
st-inbound,3,srv03,st01,7,12.999233030623744
st-inbound,3,srv03,st01,8,12.126927839170422
st-inbound,3,srv01,st02,1,8.622282162322646
st-inbound,3,srv01,st02,2,9.79449807245654
st-inbound,3,srv01,st02,3,9.282578481436051
st-inbound,3,srv01,st02,4,12.285371139219375
st-inbound,3,srv01,st02,5,9.3045547171861
st-inbound,3,srv01,st02,6,12.615233127117701
st-inbound,3,srv01,st02,7,12.23787975102792
st-inbound,3,srv01,st02,8,10.483319807715482
st-inbound,3,srv02,st02,1,10.53546914735634
st-inbound,3,srv02,st02,2,13.902506009864029
st-inbound,3,srv02,st02,3,10.527443270006023
st-inbound,3,srv02,st02,4,14.09600960694922
st-inbound,3,srv02,st02,5,17.04797710314658
st-inbound,3,srv02,st02,6,11.26759343660357
st-inbound,3,srv02,st02,7,12.515955963105016
st-inbound,3,srv02,st02,8,10.186922376873941
st-inbound,3,srv03,st02,1,13.173739713153473
st-inbound,3,srv03,st02,2,15.271354426393405
st-inbound,3,srv03,st02,3,12.916326310291913
st-inbound,3,srv03,st02,4,12.819246881058334
st-inbound,3,srv03,st02,5,13.581639338360729
st-inbound,3,srv03,st02,6,13.8297554853533
st-inbound,3,srv03,st02,7,13.206603415524985
st-inbound,3,srv03,st02,8,15.425318381667537
st-inbound,3,srv01,st03,1,12.148892759315517
st-inbound,3,srv01,st03,2,16.61606392131678
st-inbound,3,srv01,st03,3,10.143333835274507
st-inbound,3,srv01,st03,4,13.017724063831519
st-inbound,3,srv01,st03,5,8.68340661526689
st-inbound,3,srv01,st03,6,12.192718581450578
st-inbound,3,srv01,st03,7,11.541251296179052
st-inbound,3,srv01,st03,8,8.661731816780994
st-inbound,3,srv02,st03,1,11.840005523705209
st-inbound,3,srv02,st03,2,15.990396747563226
st-inbound,3,srv02,st03,3,15.896112768959151
st-inbound,3,srv02,st03,4,14.659537757453585
st-inbound,3,srv02,st03,5,10.312299237209716
st-inbound,3,srv02,st03,6,12.244640203706963
st-inbound,3,srv02,st03,7,15.635062364807458
st-inbound,3,srv02,st03,8,13.56457221371981
st-inbound,3,srv03,st03,1,11.365291659583738
st-inbound,3,srv03,st03,2,13.023251579693389
st-inbound,3,srv03,st03,3,10.935597451344083
st-inbound,3,srv03,st03,4,12.150275476507161
st-inbound,3,srv03,st03,5,11.758198625999519
st-inbound,3,srv03,st03,6,10.813876245024238
st-inbound,3,srv03,st03,7,11.8816237544466
st-inbound,3,srv03,st03,8,11.497017947112212
st-inbound,3,srv01,st04,1,10.241166329507433
st-inbound,3,srv01,st04,2,15.878148454306936
st-inbound,3,srv01,st04,3,15.6828959518792
st-inbound,3,srv01,st04,4,9.74589168920293
st-inbound,3,srv01,st04,5,12.668518875911591
st-inbound,3,srv01,st04,6,14.294894889085118
st-inbound,3,srv01,st04,7,9.771319515654696
st-inbound,3,srv01,st04,8,14.498710714510356
st-inbound,3,srv02,st04,1,13.422547533110519
st-inbound,3,srv02,st04,2,10.90722341382141
st-inbound,3,srv02,st04,3,10.68344292783866
st-inbound,3,srv02,st04,4,9.444960804419491
st-inbound,3,srv02,st04,5,13.65737723520124
st-inbound,3,srv02,st04,6,10.387268012868521
st-inbound,3,srv02,st04,7,14.837799638233358
st-inbound,3,srv02,st04,8,14.390981397283422
st-inbound,3,srv03,st04,1,13.72795580803306
st-inbound,3,srv03,st04,2,12.250968060759355
st-inbound,3,srv03,st04,3,11.971482448166622
st-inbound,3,srv03,st04,4,13.435319473322084
st-inbound,3,srv03,st04,5,12.301648584537308
st-inbound,3,srv03,st04,6,12.830735776736462
st-inbound,3,srv03,st04,7,13.42789215518221
st-inbound,3,srv03,st04,8,13.84294816888097
st-inbound,3,srv01,st05,1,10.516909303148827
st-inbound,3,srv01,st05,2,8.150041107479305
st-inbound,3,srv01,st05,3,13.900708575024717
st-inbound,3,srv01,st05,4,13.673345225627141
st-inbound,3,srv01,st05,5,12.79087921099666
st-inbound,3,srv01,st05,6,13.798517400112932
st-inbound,3,srv01,st05,7,10.505943084720926
st-inbound,3,srv01,st05,8,15.737528316641322
st-inbound,3,srv02,st05,1,10.588263088432386
st-inbound,3,srv02,st05,2,14.33238473605128
st-inbound,3,srv02,st05,3,14.8536465661987
st-inbound,3,srv02,st05,4,10.8040763562934
st-inbound,3,srv02,st05,5,15.38273772212163
st-inbound,3,srv02,st05,6,9.68407208031617
st-inbound,3,srv02,st05,7,10.9365370141404
st-inbound,3,srv02,st05,8,14.468305676272273
st-inbound,3,srv03,st05,1,13.98822320981396
st-inbound,3,srv03,st05,2,13.34600757063913
st-inbound,3,srv03,st05,3,13.083079831457393
st-inbound,3,srv03,st05,4,12.786073721294972
st-inbound,3,srv03,st05,5,13.418052742109833
st-inbound,3,srv03,st05,6,13.469777592627823
st-inbound,3,srv03,st05,7,13.6105955381507
st-inbound,3,srv03,st05,8,13.12829920833561
st-inbound,3,srv01,st06,1,10.089772958400092
st-inbound,3,srv01,st06,2,13.887123834736354
st-inbound,3,srv01,st06,3,10.627077463688975
st-inbound,3,srv01,st06,4,14.991267553850086
st-inbound,3,srv01,st06,5,15.562737949782644
st-inbound,3,srv01,st06,6,11.966581352748324
st-inbound,3,srv01,st06,7,10.615237366036244
st-inbound,3,srv01,st06,8,14.612122286579233
st-inbound,3,srv02,st06,1,11.372174071997806
st-inbound,3,srv02,st06,2,11.716145943852641
st-inbound,3,srv02,st06,3,14.510212900395308
st-inbound,3,srv02,st06,4,14.782393259506353
st-inbound,3,srv02,st06,5,14.160823460636244
st-inbound,3,srv02,st06,6,9.997422526235805
st-inbound,3,srv02,st06,7,15.697708832951438
st-inbound,3,srv02,st06,8,14.798130420466865
st-inbound,3,srv03,st06,1,15.005709143833089
st-inbound,3,srv03,st06,2,13.998993416613507
st-inbound,3,srv03,st06,3,12.8078908139671
st-inbound,3,srv03,st06,4,13.378370341135938
st-inbound,3,srv03,st06,5,15.278949320815613
st-inbound,3,srv03,st06,6,12.163294779565593
st-inbound,3,srv03,st06,7,13.84148928517411
st-inbound,3,srv03,st06,8,15.185276960813928
st-inbound,3,srv01,st07,1,12.532504773841206
