server,mean_total_gbps,std_total_gbps,mean_retransmits,mean_remote_cpu,n_reps
st01,62.63556940645139,10.806312474393847,3.3333333333333335,50.73076367961025,3
st02,70.96553535682136,17.413867868104017,3.3333333333333335,58.8935163176312,3
st03,57.031046484000605,6.696322973912929,1.6666666666666667,47.48600412308173,3
st04,67.30928401108565,11.577912279412619,2.6666666666666665,55.80736616722336,3
st05,60.50677732894328,4.871970720223518,2.6666666666666665,50.2726102405041,3
st06,83.27109530921292,9.839891874997589,0.0,70.25585014635216,3
st07,58.29485412302893,14.50780487956778,3.0,49.10022298627277,3
st08,69.02240795149659,15.669910771562334,3.0,56.57293648373346,3
