client,mean_total_gbps,std_total_gbps,mean_retransmits,mean_host_cpu,n_reps
st01,359.29830566206914,6.559931340852843,0.3333333333333333,51.41925918801905,3
st02,351.89627168244556,14.264076723770179,70.33333333333333,49.80412514016996,3
st03,319.8132621751431,22.2650005829911,80.66666666666667,56.626877038630916,3
st04,347.54714051512764,8.505545646447331,48.0,61.05950630786444,3
