client,mean_total_gbps,std_total_gbps,mean_retransmits,mean_host_cpu,n_reps
srv01,759.3540661777084,27.533154190340593,1.6666666666666667,196.89568620198318,3
srv02,844.1525414045828,5.631150348645126,1.3333333333333333,223.11147046631004,3
srv03,854.448165451265,14.115120916254515,15.666666666666666,266.4538359771973,3
