server,mean_total_gbps,std_total_gbps,mean_retransmits,mean_remote_cpu,n_reps
st01,43.727195401516234,2.815846410140219,0.0,100.65468214593331,3
st02,48.93256439950172,4.689998418221658,3.0,110.05639230235913,3
st03,45.5879581810735,2.655122874318244,0.0,105.64437909281058,3
st04,48.339344390003504,1.4673318860669138,0.0,110.28396215292878,3
st05,48.29662179010594,2.1093655018019373,0.0,111.51025579039843,3
st06,46.460688443415116,2.2044328812929392,0.3333333333333333,108.78802183984045,3
st07,49.00492328311156,1.9284618585522733,0.0,113.12821667201638,3
st08,47.474516437154875,2.2443104198494277,0.0,108.0106341208433,3
