size_str,op_type,mean_mibs,std_mibs,mean_ops,mean_requests,n_reps
4MiB,GET,13838.45214848104,373.0561320301428,3459.6153466997603,2.090181e6,3
4MiB,PUT,4614.165464289119,125.76546394889438,1153.540345271723,696732.0,3
512MiB,GET,14299.536353917249,357.8284536461414,27.915386900178216,16919.666666666668,3
512MiB,PUT,4785.0319634502775,126.28969237820897,9.338870431893687,5647.333333333333,3
