client,mean_total_gbps,std_total_gbps,mean_retransmits,mean_host_cpu,n_reps
srv01,167.71231188195534,0.2768557774724534,2.6666666666666665,33.499486518318534,3
srv02,166.95460455665966,1.3393116881706557,0.0,33.34920413080552,3
srv03,188.23775652615367,3.9002888466386443,18.666666666666668,48.11474793022055,3
